id,keyword,text,target,country,region,sub-region
5743,flattened,Creepy sounds. Strange strangers. Swarming creatures crawling. A flattened uncanny valley. Radical intimacy.,0,Mexico,Americas,Latin America and the Caribbean
5744,flattened,I was waiting for Comedown bitch pussy ass to put his mic in &amp; respond but I guess a fucknigga that camps for strea… https://t.co/8nETTFyb20,0,United States,Americas,Northern America
5746,flattened,after submitting a single job application i feel simultaneously like popeye after eating tthe spanch and the coyote bein…,0,United States,Americas,Northern America
5747,flattened,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/YUTYw6CpQa",1,United States,Americas,Northern America
5753,flattened,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/m3cxLaKubX",1,United States,Americas,Northern America
5754,flattened,"look, in the wise words of technoblade - ""DONDE ESTA LA BIBLIOTECA."" the meaning of this quote is that the…",0,Australia,Oceania,Australia and New Zealand
5755,flattened,Dude ripped out an Uchiha's eye and flattened it out like a mad man,0,United States,Americas,Northern America
5758,flattened,"I get what you’re saying, and I would’ve flattened that thing but BC is so far-left, guaranteed… https://t.co/IM5Zzx4Mdi",0,Canada,Americas,Northern America
5759,flattened,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/KHuTSwIQXM",1,United States,Americas,Northern America
5760,flattened,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/J3fwWhx4r5",1,United States,Americas,Northern America
5761,flattened,British in #Ghana flattened a Holy Rock worshipped by the local tribes to build the Cape Coast Castle that they used for…,0,India,Asia,Southern Asia
5767,flattened,Like he flattened Otto “IKEA manager” Wallin?,0,United States,Americas,Northern America
5768,flattened,"A magically flattened cat, maybe?",0,Australia,Oceania,Australia and New Zealand
5769,flattened,Thought of the match: Dave Gilbert’s performance last night at the Masters was sublime as he brushed Mark Allen asi… https://t.co/niqBFQNRXV,0,United Kingdom,Europe,Northern Europe
5770,flattened,"We don't deserve Tulsi. I'm extremely sorry to all my Tulsi supporter friends, this wo… https://t.co/FgFvXy0pQx",0,United States,Americas,Northern America
5771,flattened,"We don't deserve Tulsi. I'm extremely sorry to all my Tulsi supporter friends, this woman has stuck her neck out to… https://t.co/gam9j8iYCZ",0,United States,Americas,Northern America
5772,flattened,Rookie #Habs defenceman Cale Fleury just flattened #Flames Milan Lucic. Bell Centre crowd loved it. #HabsIO,0,Canada,Americas,Northern America
5773,flattened,No. Stokes faced a superior attack. Pereira just slogged. And the pitch had flattened out on Day 5 in SA.… https://t.co/NxDasXgmfD,0,United States,Americas,Northern America
5774,flattened,"""You better shape up, cause I need a man"" Said the steam roller to her flattened victim. https://t.co/932j3wk6Yt",0,United States,Americas,Northern America
5776,flattened,bread-foccacia (made of dough flattened and then olive oil spread on top with rosemary and grey salt sprinkled cook… https://t.co/givUyvOwjq,0,United States,Americas,Northern America
5778,flattened,So your telling me the fire flattened the earth ...??ha no those pictures are two different locations,0,United States,Americas,Northern America
5779,flattened,Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean… https://t.co/19ckL31fuB,1,United States,Americas,Northern America
5783,flattened,was gonna workout but instead im laying on my floor listening to music for 2 hrs feeling absolutely flattened by this messed up monday.,0,United States,Americas,Northern America
5785,flattened,"Excellent. I found that when my progress flattened out, it helped me to ask my teacher to give me one task to focus on.",0,Canada,Americas,Northern America
5787,flattened,it was against the Jets ..Adam Lowry flattened Fleurey,0,Canada,Americas,Northern America
5791,flattened,#1 on Clemson has been flattened 10 times. Trying to tackle by shoulder charging is just stupid--highlight footbal…,0,United States,Americas,Northern America
5794,flattened,My cat’s ears flattened at the sound of this persons voice,0,United States,Americas,Northern America
5795,flattened,alsways nice to see Lucic get flattened too https://t.co/oGDrnoU10B,0,Canada,Americas,Northern America
5798,flattened,"3 day fast - very clear headed, little irritable first 24 but nothing serious, flattened stomach,… https://t.co/zHWBjYpF7B",0,Canada,Americas,Northern America
5799,flattened,Flames suck like your interviews and mentions on Twitter. Lose to the Habs and Lucic got flattened. Great night.,0,Canada,Americas,Northern America
5803,flattened,#1 on Clemson has been flattened 10 times. Trying to tackle by shoulder charging is just stupid--highlight foo… https://t.co/mh4OJsoN6z,0,United States,Americas,Northern America
5804,flattened,Crenshaw did say that the ideas existed but there wasn't a word for… https://t.co/qQQncp4GUo,0,United States,Americas,Northern America
5806,flood,"When Cork decides to build the #CorkTidalBarrier flood warnings from tidal flooding will become a thing of the past ""Are…",0,Spain,Europe,Southern Europe
5812,flood,Allah tested; Nuh with flood Isa with poverty Musa with tyrant Ibrahim with a fire Harun with betrayal Sulayman with power…,0,Malaysia,Asia,South-eastern Asia
5813,flood,Flood Protection Monitoring on 14 Jan 2020 08:50 https://t.co/19o57dWROj,0,United Kingdom,Europe,Northern Europe
5814,flood,He's already done ten minutes on flood risk,0,United Kingdom,Europe,Northern Europe
5817,flood,Flood Alert: The Suffolk and Essex coast from Felixstowe to Clacton 08:18 14 January https://t.co/vPLmFBDWAW,1,United Kingdom,Europe,Northern Europe
5819,flood,"The New York Times' Editorial Board wants to hear from you about who you endorse for President. Let's flood this one, #Ya…",0,United States,Americas,Northern America
5820,flood,Flood Alert: The Essex coast from Clacton to and including 08:26 14 January https://t.co/yTfpxd6p4z,0,United Kingdom,Europe,Northern Europe
5821,flood,NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/IBeIHPSqUa,0,United States,Americas,Northern America
5825,flood,NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/ShgH4yjn8I,0,United States,Americas,Northern America
5826,flood,#RRE is undervalued by at least £15 currently. Even if the company was sat at £36 I'd still be holding as I believe the next…,0,United Kingdom,Europe,Northern Europe
5829,flood,"'Alice Bishop’s short story collection, A Constant Hum, tells fictional stories of the Black Saturday bushfires ... Alice…",0,Australia,Oceania,Australia and New Zealand
5831,flood,"Our CEO, Justin Butler, Ph.D. will be presenting at Space to Connect in London tomorrow. This free to attend Space Applica…",0,United Kingdom,Europe,Northern Europe
5834,flood,SHAME ON CBN for Helping To Flood Texas With Refugees! The World Relief Corporation (WR) is a phony un-elected non-profit tha…,0,United States,Americas,Northern America
5835,flood,Iran is in a real chaos these days and bad news comes every day todays: Flood in Sistan &amp; Baluchestan And as usual… https://t.co/LJBjriY99k,0,Iran,Asia,Southern Asia
5836,flood,"When the oceans rise and thunders roar, I will soar with You above the storm, Father, You are king over the flood, I will…",0,United States,Americas,Northern America
5839,flood,"😭😭😭😭😭 Just looking at this, our tears can flood the whole KL maybe😭😭😭😭😭 #새로운_엑스원_결성지지 #bring_back_NEWX1 https://t.co/G70Kn7ks…",0,Malaysia,Asia,South-eastern Asia
5840,flood,has Issued a Small Stream Flood Advisory. https://t.co/t9pG7m34lY #arwx #mowx #mswx #tnwx https://t.co/tIMBMiOAei,0,United States,Americas,Northern America
5844,flood,Flood away! Your posts always bring a much needed smile to my face. ❤️,0,Canada,Americas,Northern America
5846,flood,BREAKING NEWS: It turns out to be penis inspection MONTH so femboys/traps make sure to FLOOD my dms so I can make… https://t.co/htmntUWEBq,0,United States,Americas,Northern America
5848,flood,"MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/hfkRWBRr9c",0,United States,Americas,Northern America
5849,flood,"MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/JrxCSv8FRz",0,United States,Americas,Northern America
5850,flood,"MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/iCFIL3842g",0,United States,Americas,Northern America
5852,flood,1 week into 2020: 1. Flood in Jkt 2. Fire in Australia 3. WW3 madness and now... Reynhard Sinaga Damn...2020 needs to ch…,0,Indonesia,Asia,South-eastern Asia
5854,flood,"What is slow fashion? Why should you care? How can you get started? Slow Fashion stylist, Jenna Flood AKA the Ironic Mi…",0,France,Europe,Western Europe
5857,flood,"Kinda reminds me of the time one guy drove his car into waist-deep flood, then blamed authorities for not informing… https://t.co/DygIbT3NgS",0,Philippines,Asia,South-eastern Asia
5858,flood,"What is slow fashion? Why should you care? How can you get started? Slow Fashion stylist, Jenna Flood AKA the Ironi… https://t.co/FkgwfvNsE0",0,Australia,Oceania,Australia and New Zealand
5862,flooding,Girls flooding Joe Burrow’s room when he gets back to Baton Rouge like https://t.co/UiRgUlGGY0,0,United States,Americas,Northern America
5863,flooding,Flooding Britain with EU Migrants has made the homelessness situation even worse than the a… https://t.co/iTwtglrlw2,0,United Kingdom,Europe,Northern Europe
5864,flooding,Hobi really flooding my thoughts rn..,0,Germany,Europe,Western Europe
5866,flooding,"It's windy out there! With weather warnings in place across the UK this week, take a look at our advice for keeping your dog…",0,Canada,Americas,Northern America
5867,flooding,Dubai airport flooding: Flights delayed or cancelled https://t.co/0SlPoXqcOa via . If there was ever any do…,1,Kenya,Africa,Sub-Saharan Africa
5872,flooding,"This rain going dumb, it’s flooding now",1,United States,Americas,Northern America
5874,flooding,"Yes we hate Clemson, but we’d root for LSU against anyone. The school and the students welcomed us with open arms after…",0,United States,Americas,Northern America
5882,flooding,"I was having a shit day. Then I saw ""Good grief, the comedian's a bear!"" for the f… https://t.co/mGXdwbBTLM",0,Australia,Oceania,Australia and New Zealand
5884,flooding,line is cleared now . It was treated water of needle factory which was flowing outside in to mangroves ! The floo… https://t.co/JPGw818Vn5,0,India,Asia,Southern Asia
5887,flooding,"I long forecast a MONSTER ERUPTION by Taal, w/ Flooding aftermath. Experts now affirm this. I feel vindicated.🌞",0,Philippines,Asia,South-eastern Asia
5891,flooding,"""There is a duty on architects, planners, and urbanists to plan and construct resilient responses that can slow, and ev…",0,Belgium,Europe,Western Europe
5892,flooding,Why Frozen fans are flooding this idyllic Austrian village – https://t.co/zlxDahfEwr https://t.co/UaKJR1voof,0,Nigeria,Africa,Sub-Saharan Africa
5910,flooding,VENICE RUNS DRY: Gondolas stranded in mud just two months after severe flooding #venice #gondolas #flooding… https://t.co/TkS4Tk21xi,1,Spain,Europe,Southern Europe
5911,flooding,How good is it when the supercoach podcasts come flooding in? My favourite time of year 🥰,0,Australia,Oceania,Australia and New Zealand
5913,floods,Water levels in Venice drastically drop two months after floods https://t.co/MfX4hfTAwe,1,United Kingdom,Europe,Northern Europe
5914,floods,our 2020 so far: 🇦🇺 Australia bushfires 🇺🇲🇮🇷 World War 3 threats from US &amp; Iran 🇮🇩 flash floods in Indonesia 🇵🇷🇮🇷 Puerto Ri…,0,Malaysia,Asia,South-eastern Asia
5917,floods,"It's literally been two weeks into 2020 and we have already seen the Australian fires, volcano in Philippines, record breaki…",1,Pakistan,Asia,Southern Asia
5918,floods,I want to help you with my project to save the Caribbean Sea from floods and hurricanes https://t.co/qD8Om9NqQK,0,Spain,Europe,Southern Europe
5919,floods,"Unprecedented floods are ravaging #Iran's Sistan &amp; Baluchistan province, with significant human &amp; material costs. Even as sear…",1,Pakistan,Asia,Southern Asia
5921,floods,"Venice canals almost dry, two months after severe floods - https://t.co/5XXdyMnecU #GoogleAlerts",1,United States,Americas,Northern America
5922,floods,"Venice canals almost dry, two months after severe floods https://t.co/Qt0Il9semQ",1,United States,Americas,Northern America
5923,floods,I want to help you with my project to save the Caribbean Sea from floods and hurricanes https://t.co/qD8Om9NqQK,0,Spain,Europe,Southern Europe
5924,floods,Book NOW to hear &amp; discuss #Floods #RisingWaters #Essex #AllAtSea 15 MAR …,0,United States,Americas,Northern America
5927,floods,Water levels in Venice drastically drop two months after floods https://t.co/MfX4hfTAwe,1,Ireland,Europe,Northern Europe
5928,floods,"Venice canals almost dry, two months after severe floods https://t.co/27zxHQQPc7",1,Spain,Europe,Southern Europe
5929,floods,"Testimonies from TestCode Camp 1.0 We completed the first cohort on 31st of November, 2019 and we have been receiv… https://t.co/SuPqeoyFb6",0,Nigeria,Africa,Sub-Saharan Africa
5930,floods,"“Hotter oceans lead to more severe storms and disrupt the water cycle, meaning more floods, droughts and wildfires,… https://t.co/4zsD7RgUAl",0,South Africa,Africa,Sub-Saharan Africa
5936,floods,I want to help you with my project to save the Caribbean Sea from floods and hurricanes https://t.co/qD8Om9NqQK,0,Spain,Europe,Southern Europe
5938,floods,"Remember that fires are easier to start than floods, so I will be in the lazy team",0,Australia,Oceania,Australia and New Zealand
5941,floods,Exceptionally low tides leave Venice's canals nearly dry just 2 months after floods https://t.co/BtDSeyJPQt https://t.co/M…,1,Russia,Europe,Eastern Europe
5942,floods,"The mess had become too much. Weird animals like dinosaurs, giant vegetabl… https://t.co/czrGLpUZUg",0,Kenya,Africa,Sub-Saharan Africa
5946,floods,I want to help you with my proje… https://t.co/cw16DxeQZo,0,Spain,Europe,Southern Europe
5947,floods,"Venice canals almost dry, two months after severe floods https://t.co/zbyrK3WhTN",1,United Kingdom,Europe,Northern Europe
5949,floods,#stormbrendan is upon us. Here are some of Aspray's top tips if the storm causing flooding to your property:… https://t.co/kA4M6eV8oS,0,Ireland,Europe,Northern Europe
5950,floods,"We have no idea how many more rounds there are! But we’ve already shown in the League &amp; Cup, plus our response to t… https://t.co/plzx6U57CV",0,United Kingdom,Europe,Northern Europe
5951,floods,#Sentinel2 2020-01-13 Sistan and Baluchestan #Iran Heavy rains generate floods in Chabahar County bands 8/4/3 Data …,1,Belgium,Europe,Western Europe
5952,floods,Deadliest disasters: Earthquakes Floods Forest Fire Volcanic Eruption M0d! &amp; $h,0,India,Asia,Southern Asia
5953,floods,Let’s hope it floods the studios with creativity!,0,United Kingdom,Europe,Northern Europe
5954,floods,I can confirm #StormBrendan has arrived in Worcester. Awful conditions out so take it easy out there. On the roads? S…,1,United Kingdom,Europe,Northern Europe
5957,forest%20fire,Liberalism is a cancer. It’s a forest fire that burns down everything it touches. The evidence is all around you.,0,United States,Americas,Northern America
5958,forest%20fire,Precautionary measures taken by #karnatakaforest department to avoid forest fire Mathigodu forest area thithimati… https://t.co/7MV8mnxnD8,0,India,Asia,Southern Asia
5959,forest%20fire,"She can’t engage in open discourse, because if you give the truth oxygen, it turns into a forest fire. https://t.co/a8Bcea…",0,Russia,Europe,Eastern Europe
5961,forest%20fire,"In case you’re trapped in a forest fire, cover yourself in moss, I’m pretty sure it’s fireproof",0,United States,Americas,Northern America
5962,forest%20fire,Hikers doing their best to outdrive a forest fire https://t.co/n3YlQfMGYz,1,United States,Americas,Northern America
5963,forest%20fire,I'm taking this day off. Not going to do anything I'm supposed to do. I started w tea and breakfast by the Magic Fo… https://t.co/raNd1HtFCp,0,Finland,Europe,Northern Europe
5964,forest%20fire,"Lizzo praises Australia's reaction to the crisis https://t.co/XsM1WVItc6 January 13, 2020 Lizzo found Australia's… https://t.co/xHmK0k0doc",0,United Kingdom,Europe,Northern Europe
5965,forest%20fire,"I don't know what the next posterity will be like because the forest, ocean are polluted, on fire.",0,Vietnam,Asia,South-eastern Asia
5968,forest%20fire,It was a crazy weekend here in Virginia. Very high winds and a large forest fire close to our house. Thankfully the rain…,1,Nigeria,Africa,Sub-Saharan Africa
5969,forest%20fire,Jodie!! We urgently need to stop logging our remaining forests. We need them as refuges and seed banks for fores…,0,Australia,Oceania,Australia and New Zealand
5970,forest%20fire,Units responding to a report of a Small Trash Fire on East Fm 1960 And Timber Forest Dr - in Atascocita,0,United States,Americas,Northern America
5972,forest%20fire,Record fire years in #Amazon &amp; #Australia inflame concerns surrounding climate change effects on forest disturbance… https://t.co/46G93Guqq9,0,Czech Republic,Europe,Eastern Europe
5973,forest%20fire,"She can’t engage in open discourse, because if you give the truth oxygen, it turns into a forest fire.",0,United States,Americas,Northern America
5977,forest%20fire,"When women turn 30, they have to pick a subclass: • sea witch • forest witch • fire witch • air witch • space witch",0,France,Europe,Western Europe
5980,forest%20fire,I read current affairs to my son. Today morning was telling him about #AustraliaBushfires. My son is an animal love… https://t.co/308akbFSxl,0,Singapore,Asia,South-eastern Asia
5982,forest%20fire,These Students Are Partnering With Corvids to Replant a Forest After Fire https://t.co/iuiiTJT3jD via,0,Estonia,Europe,Northern Europe
5983,forest%20fire,ISIS calls on its supporters to start forest fires. Islamic State has called its fanatics to set fire to forests in Eu…,0,France,Europe,Western Europe
5986,forest%20fire,Scientists warn a timber industry proposal to allow some logging in national parks and on other public land to reduce bushfire…,0,Australia,Oceania,Australia and New Zealand
5987,forest%20fire,"‘Save the forest, stop the fire!’ will be ready to send it to #workssanjose #Foresight2020 #art #penandink… https://t.co/fEEtHre6iw",0,United States,Americas,Northern America
5997,forest%20fires,"The climate does not cause forest fires. They are caused by mis-management (silly green-think), lightning, campfires, ciga…",0,Australia,Oceania,Australia and New Zealand
5998,forest%20fires,Is that so❓ That's too bad.🙀 Australia has many forest fires.🔥 I´m concerned about firefighters too.🚒👨‍🚒,1,Rwanda,Africa,Sub-Saharan Africa
6005,forest%20fires,bestinaus: Australia forest fires &amp; free mx backup services offered by Duocircle to backup enterprise emails -… https://t.co/535sRXPtWG,0,Australia,Oceania,Australia and New Zealand
6007,forest%20fires,#SOS Logging must Cease Immediately. The 2030 Plan must be scrapped and an immediate end must be made to protect the little na…,0,Australia,Oceania,Australia and New Zealand
6017,forest%20fires,How good is destroying the planet and killing people through carbon emissions and forest fires?… https://t.co/BmorRrbAZF,0,Australia,Oceania,Australia and New Zealand
6019,forest%20fires,Gutless has caved in to the Loony Left and the rabid Mainstream Media - neither of whom would have a clu…,0,Australia,Oceania,Australia and New Zealand
6021,forest%20fires,🔥🔥 You harped on this morning about climate change causing Australian fires...but you didn't mention n… https://t.co/xo7bRDUMJp,0,United Kingdom,Europe,Northern Europe
6026,forest%20fires,Hey non Australians. It’s a bush fire. The equivalent to a forest fire anywhere else. Calling them brush fires seri… https://t.co/WoDj2FNeoi,0,Australia,Oceania,Australia and New Zealand
6028,forest%20fires,The Amazon is a long and windy river that does not always have the infrastructure or accessibility for tourists. https://t.co/hLBTFT1uqf,0,United States,Americas,Northern America
6029,forest%20fires,Ok but actually. Why can’t people distinguish the word bush from brush. They’re bush fires. The equiva… https://t.co/LXvmDOYkT5,0,Australia,Oceania,Australia and New Zealand
6032,forest%20fires,Disinformation cannot exist without misinformation. It’s like smoky the bear saying only you can prevent forest fires. Or…,0,Belgium,Europe,Western Europe
6033,forest%20fires,"The double whammy is that research shows that ""More logging leads to fires that burn faster and hotter. It…",0,Canada,Americas,Northern America
6035,hail,All hail the Queen! Autor: https://t.co/GMIfLAM7mk https://t.co/hbl0Z5FCV4,0,Spain,Europe,Southern Europe
6037,hail,"If Modi is not fascist , Hitler wasn't either. Hail Modi https://t.co/z8EDtZ8SGt",0,South Africa,Africa,Sub-Saharan Africa
6038,hail,"“What I try to let everybody know is Red Dirt music is Oklahoma music, and a lot of people put Red Dirt on every person t…",0,United Kingdom,Europe,Northern Europe
6042,hail,ALL HAIL THE QUEEN 👑 #Agnation #BestFanArmy #iHeartAwards https://t.co/Aw3f4H9wDe,0,Indonesia,Asia,South-eastern Asia
6045,hail,Heavy rain and storms move through the Shoals this morning. Lightning and small hail possible. https://t.co/4n7MXERnFB…,1,United States,Americas,Northern America
6056,hail,“All Hail The President” Wonderful to see alumni &amp; BHBPA enthusiast Tamara Roberts on the front cover of …,0,United Kingdom,Europe,Northern Europe
6057,hail,Know the reason and then imagine the filth in the minds of everyone who hail him as a hero &amp; budding youth leader. It’s u…,0,India,Asia,Southern Asia
6060,hail,"We are the LIGHT, HAIL THE LIGHT!",0,Ghana,Africa,Sub-Saharan Africa
6061,hail,"Hail PLATO :: Each man is capable of doing one thing well. If he attempts several, he fails to achieve any. : PLATO…",0,India,Asia,Southern Asia
6062,hail,"I used to know an elderly lady who called herself ""Th… https://t.co/E0ltyZZsaV",0,Australia,Oceania,Australia and New Zealand
6063,hail,Totally agree! They all are entitled pompous white men that prob pull on a hood in a grave yard late a… https://t.co/NOXcbo7fk1,0,United Kingdom,Europe,Northern Europe
6064,hail,"Follow King Chody, the God of the Gods.. Compliance will be rewarded! Hail Hydra!! *winks*",0,Singapore,Asia,South-eastern Asia
6066,hail,For those of you who didn't know; the first round of applications didnt hail any results. Round 2 has been submitted.,0,United States,Americas,Northern America
6069,hail,"Ladies &amp; Gentleman Pls Welcome The Full Metal Heart , The True LEGEND . One &amp; Only , #IStandWithVi…",0,United States,Americas,Northern America
6071,hail,Two things about the attack dogs. 1. They have the same follow up tweet tagging twitter accounts of the sa… https://t.co/4AboVTon9o,0,Uganda,Africa,Sub-Saharan Africa
6075,hail,"Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryana, Chandigarh, Rajasthan, Uttar Prad…",1,India,Asia,Southern Asia
6076,hail,"The last few days have been so disheartening, on so many levels! Mostly because my very honorable friends who support El…",0,United States,Americas,Northern America
6078,hail,Showers and a few storms will affect the area early this morning with cloud to ground lightning and small hail the… https://t.co/CdHmXjeiF9,1,United States,Americas,Northern America
6080,hail,"""Those 10 plagues, including natural calamity from snow, rain, hail and earthquakes, are seen in the world to… https://t.co/m4zzWH700B",0,United States,Americas,Northern America
6084,hailstorm,Hailstorm in Canada ⛈ https://t.co/LNpb1JwyRi,1,Malaysia,Asia,South-eastern Asia
6087,hailstorm,Hailstorm in North Haryana https://t.co/4EkRqWgsKQ,1,India,Asia,Southern Asia
6088,hailstorm,March 22 I will commemorate the Great Perth hailstorm at 4PM the time when the storm hit us causing billions…,1,Australia,Oceania,Australia and New Zealand
6089,hailstorm,March 22 I will commemorate the Great Perth hailstorm at 4PM the time when the storm hit us causing b… https://t.co/UIwTu4Nv3H,1,Australia,Oceania,Australia and New Zealand
6092,hailstorm,Suh yuh naah call name?,0,Jamaica,Americas,Latin America and the Caribbean
6095,hailstorm,Sir I heard your company looking for car name ( Mahindra Hailstorm and mahindra Shred),0,Canada,Americas,Northern America
6104,hailstorm,Colorado Springs 8/6/2018 hailstorm getting recognition in significant weather events recap from - Doing 2018 rec…,1,United States,Americas,Northern America
6105,hailstorm,I love how you both hyping a girl up. She deserves it. 😩,0,United States,Americas,Northern America
6107,hailstorm,I followed this post for a while and it took me on a crazy ride. I didn’t know she was the girl who s… https://t.co/kNffjxFsUX,0,United States,Americas,Northern America
6110,hailstorm,"Is just a local, bruk pocket version a Bandari. Basically.",0,Jamaica,Americas,Latin America and the Caribbean
6111,hailstorm,"I'm so done, so so done.",0,United States,Americas,Northern America
6112,hailstorm,is GYAABIJ and I'm no longer this internet friend. Goodnight,0,United States,Americas,Northern America
6113,hailstorm,Mi have Raid and lighta ready....... let them come. https://t.co/DI3hHYwbS6,0,Jamaica,Americas,Latin America and the Caribbean
6115,hailstorm,I guess I can't play my team on showdown. For some reason my G-max Lapras gets Max Hailstorm instead of G-Max Resonance,0,United States,Americas,Northern America
6119,hailstorm,Oh no baby,0,Jamaica,Americas,Latin America and the Caribbean
6133,hailstorm,"UAE bracing up for heavy rain, hailstorm in UAE https://t.co/ktJebZ8RQl",1,India,Asia,Southern Asia
6141,harm,There is no greater harm than that of time wasted.,0,United States,Americas,Northern America
6146,harm,#SalmanKhan won my heart again with his handling of #ShehnaazGill &amp; making her understand what she’s doing to harm her own resp…,0,India,Asia,Southern Asia
6148,harm,"What a shocker. The next stage of the con, by the way, will be to try to portray people pointing out the harm being done to…",0,United Kingdom,Europe,Northern Europe
6149,harm,Gun control bills passed by Virginia’s Senate Judiciary Committee help criminals &amp; harm law abiding citizens - this is N…,0,United States,Americas,Northern America
6160,harm,Had my first ‘Lock Out’. Had to delete an offensive tweet from August. I threatened to line them up and punch the… https://t.co/HBBtCP8al8,0,United Kingdom,Europe,Northern Europe
6163,harm,└ BTS Weverse 」 ➜ 200114 {07:01KST} | V’s comments 📷 everyone please help Philippine armys.. please. 🙏🏻🇵🇭 #prayforthe…,0,Spain,Europe,Southern Europe
6164,harm,"Today we’re annoucing a ban on gambling with credit cards, recognising the particular risks of harm from betting with mo…",0,United Kingdom,Europe,Northern Europe
6165,harm,"Be it Davindar or Dawood, anyone betraying or intent to harm the nation deserves punishment. It’s just… https://t.co/5XimTOV42t",0,India,Asia,Southern Asia
6169,harm,I have no hate or animosity for anybody on this earth. Please don’t take nothing I say on this app too serious. I mean…,0,United States,Americas,Northern America
6170,harm,Over 1 million adolescents die every year. WHO will issue new guidance to promote adolescents’ #mentalhealth &amp; prevent substance…,0,Argentina,Americas,Latin America and the Caribbean
6172,harm,We’re teaming up with other members of to help gather evidence of the harm caused by alcohol. Share your story…,0,United Kingdom,Europe,Northern Europe
6175,harm,"📄 SPOTLIGHT: In our latest AFC on The Right To Sexuality, Sana Tajuddin from writes on the need to addre… https://t.co/7pcQzPbURr",0,Malaysia,Asia,South-eastern Asia
6178,harm,Grow up...he’s just chatting to leader of the free world...what harm is that?,0,United Kingdom,Europe,Northern Europe
6184,harm,We take safeguarding seriously. If you think an attorney or a deputy is not acting lawfully for the person they are responsi…,0,United Kingdom,Europe,Northern Europe
6186,harm,I’d be a lot more concerned about uncle Andrew and his dead paedophile mate and the har… https://t.co/6QR6AwUSCM,0,Australia,Oceania,Australia and New Zealand
6188,harm,How someone responds on social media tells me lot about them not myself please try not to take hater… https://t.co/qiYQCeTweU,0,Australia,Oceania,Australia and New Zealand
6192,harm,Brexit certainty fills the UK's exporters with a new determination. Certain that remaini… https://t.co/A5H3iUbA4m,0,United Kingdom,Europe,Northern Europe
6193,harm,"We are producing 300 million tonnes of plastic, out of which 50% is single-use plastic which is just utilised once, cau…",0,India,Asia,Southern Asia
6196,harm,It's Time to Replace Slaughterhouses With Greenhouses - Free From Harm https://t.co/hNjF8wTv8f,0,United Kingdom,Europe,Northern Europe
6197,harm,"Finally, also massively important to note that all of these recommendations are intended to reduce harm and minimis… https://t.co/2KEMHIw2Qa",0,United Kingdom,Europe,Northern Europe
6198,harm,It’s always fascinating when folks who have meted our hatred find they’re unable to handle it coming back their way. It’s…,0,Australia,Oceania,Australia and New Zealand
6199,harm,"So help me, if I hear one more comment about how the Astros are worse than Pete Rose, I’m going to harm someone. Or… https://t.co/7USJW1N3sc",0,United States,Americas,Northern America
6200,hazard,This is helpful information. Send the date &amp; location where videos or pictures like this are taken &amp; I’ll have the Texa…,0,United States,Americas,Northern America
6208,hazard,Goals this season👑 Rashford 19 Martial 11 Greenwood 9 = 39 Messi 18 Ronaldo 16 Hazard 1 = 35 Mane 13 Salah 14…,0,Netherlands,Europe,Western Europe
6209,hazard,"""Politicians have taken away our right to protect ourselves.” Blue Mountains resident fought for permission for two and…",0,Ireland,Europe,Northern Europe
6214,hazard,Xavi went to Al sadd and Iniesta went to Asia. More like going to j… https://t.co/GxBhc4M3hl,0,Nigeria,Africa,Sub-Saharan Africa
6216,hazard,It's an occupational hazard. They must be ready for it.big ups to #ShowbizAgenda #Aborbitadi,0,Ghana,Africa,Sub-Saharan Africa
6217,hazard,Neymar Hazard Mahrez Mane.,0,Nigeria,Africa,Sub-Saharan Africa
6218,hazard,See how close you get to hazard with the ugprades,0,Australia,Oceania,Australia and New Zealand
6219,hazard,#DYK: 90% of urban expansion in developing countries takes place near hazard-prone areas. What can be done to safeguard gr…,0,United States,Americas,Northern America
6221,hazard,Wow. Did the presenters on just let Steve Price lie twice about green councils locking up land &amp; preventi…,0,Australia,Oceania,Australia and New Zealand
6222,hazard,If you like any of these : Arsenal Speedy Naira Marley Aubameyang Boobs Steph Curry Cardi B Davido Wizkid Neymar Mayorkun…,0,Nigeria,Africa,Sub-Saharan Africa
6226,hazard,hazard,0,Kenya,Africa,Sub-Saharan Africa
6227,hazard,Literally the only Greens minister in the country... ordered hazard reduction burns. https://t.co/irfjnUYqE8,0,Australia,Oceania,Australia and New Zealand
